,dataset,model_fullname,model,pretrained,acc1,acc5,IN-score,z-gap-text-f1,z-gap-text-acc1,z-gap-intraclass_sim,z-gap-inter_close,z-gap-intra_close,text-f1,text-acc1,intraclass_sim,inter_close,intra_close,superclass_metric
0,cars,RN50 openai,RN50,openai,0.5424698420594454,0.8863325457032707,0.59836,0.9418756538051692,0.948668231452189,660.6089477539062,13.4773530960083,9.359415054321289,0.6267191308226654,0.6367996734360649,0.8909046053886414,0.786005973815918,0.6909164190292358,0.6237473487854004
1,cifar100,RN50 openai,RN50,openai,0.4196,0.7372,0.59836,0.8444580389153615,0.8618065291407971,357.12591552734375,7.373624801635742,1.6044856309890747,0.4590885803424944,0.4780692970158221,0.8474238514900208,0.7223919034004211,0.6145864725112915,0.7818832397460938
2,clevr_closest_object_distance,RN50 openai,RN50,openai,0.2466666666666666,0.9054666666666666,0.59836,0.35253686131102935,0.36666666666666664,700.2335815429688,-0.9804105162620544,-0.9401453137397766,0.1954662132478919,0.20333333333333334,0.9781761169433594,0.5744152665138245,0.5788045525550842,0.8125739693641663
3,clevr_count_all,RN50 openai,RN50,openai,0.1905333333333333,0.7767333333333334,0.59836,0.2803519877377497,0.295,742.699951171875,-2.9066410064697266,-2.6788082122802734,0.2120879268600907,0.2125,0.9652916193008423,0.5384894013404846,0.5355318188667297,0.7434511184692383
4,country211,RN50 openai,RN50,openai,0.1540758293838862,0.3714691943127962,0.59836,0.7584805090449419,0.7737440758293839,455.1136779785156,6.683654308319092,3.801635980606079,0.29595433092954015,0.3227488151658768,0.9071281552314758,0.6670934557914734,0.6056432723999023,0.7403885722160339
5,diabetic_retinopathy,RN50 openai,RN50,openai,0.165362081087415,1.0,0.59836,0.6356995926126615,0.636,705.5601806640625,1.7374608516693115,0.5250592231750488,0.3289482691122035,0.336,0.9886913299560547,0.8641656041145325,0.8596242666244507,0.7475201487541199
6,dmlab,RN50 openai,RN50,openai,0.1551352540136353,0.8123158126237079,0.59836,0.47660531156041513,0.4766666666666667,1018.1295166015625,1.143693208694458,0.7385656237602234,0.30097894108818374,0.31333333333333335,0.9542350769042969,0.7361059784889221,0.7316970229148865,0.7921673655509949
7,dtd,RN50 openai,RN50,openai,0.4122340425531915,0.7382978723404255,0.59836,0.6695764334653214,0.7042553191489361,295.8448181152344,3.0541865825653076,0.01659141667187214,0.24735464685835484,0.26680851063829786,0.9031485319137573,0.7179670929908752,0.6770455241203308,0.7972779870033264
8,eurosat,RN50 openai,RN50,openai,0.4077777777777778,0.9264814814814816,0.59836,0.9463467369262968,0.946,720.2166137695312,1.9576705694198608,-1.3616118431091309,0.435421145354374,0.454,0.9128284454345703,0.7011409997940063,0.6571961045265198,0.5894213914871216
9,fer2013,RN50 openai,RN50,openai,0.2495384722560869,0.7819499111776794,0.59836,0.9215248753627733,0.92,347.6981201171875,1.5519119501113892,-0.914469838142395,0.43120517251779883,0.43142857142857144,0.9407119750976562,0.8225559592247009,0.796284019947052,0.8452838063240051
10,flowers,RN50 openai,RN50,openai,0.6568986568986569,0.8467643467643468,0.59836,0.9637334614804932,0.9691915227629513,514.1784057617188,16.003782272338867,6.007505893707275,0.7933056060918493,0.7998430141287284,0.7502390742301941,0.7997622489929199,0.5845695734024048,0.57808518409729
11,gtsrb,RN50 openai,RN50,openai,0.3507521773555028,0.6303246239113223,0.59836,0.7120574736535201,0.7213953488372093,627.3285522460938,8.21315860748291,6.2071428298950195,0.31378526682723673,0.3241860465116279,0.9538191556930542,0.8117638230323792,0.7881810665130615,0.6914697885513306
12,imagenet1k,RN50 openai,RN50,openai,0.59836,0.86538,0.59836,0.6294514330561332,0.6438438558854783,467.0438232421875,8.144268035888672,7.701013565063477,0.35228303218715906,0.3730577219961104,0.824849545955658,0.7115932703018188,0.672161877155304,0.7368203401565552
13,kitti_closest_vehicle_distance,RN50 openai,RN50,openai,0.1673699015471167,1.0,0.59836,0.7581591775764397,0.77,465.54461669921875,-0.9281141757965088,-4.00962495803833,0.3933058031418687,0.41,0.9299591779708862,0.7601959705352783,0.7437426447868347,0.8131975531578064
14,mnist,RN50 openai,RN50,openai,0.5743333333333334,0.90735,0.59836,0.5084399671141908,0.546,624.01123046875,-1.7896068096160889,-2.249937057495117,0.24835981265899623,0.252,0.9750857353210449,0.7359105348587036,0.7276938557624817,0.8294203877449036
15,pcam,RN50 openai,RN50,openai,0.602294921875,1.0,0.59836,0.9194847020933978,0.92,1400.222900390625,0.30021095275878906,-2.559333324432373,0.6299629962996299,0.63,0.9581174850463867,0.7167333364486694,0.6945861577987671,0.6296050548553467
16,pets,RN50 openai,RN50,openai,0.8579994548923412,0.992913600436086,0.59836,0.9672822172169585,0.9708108108108108,488.1847229003906,13.049514770507812,4.970063209533691,0.7808810207883068,0.7897297297297298,0.7293567061424255,0.7252554297447205,0.5331763029098511,0.5647096633911133
17,renderedsst2,RN50 openai,RN50,openai,0.5656232839099395,1.0,0.59836,0.8098288459613652,0.81,3109.054443359375,0.21670877933502197,-0.9463624954223633,0.586606035551881,0.6,0.9816573262214661,0.77998948097229,0.77552330493927,0.774692714214325
18,resisc45,RN50 openai,RN50,openai,0.5380952380952381,0.8682539682539683,0.59836,0.80937328659955,0.8204444444444444,398.235595703125,5.609590530395508,1.2879033088684082,0.4104685539614428,0.42488888888888887,0.8947016000747681,0.7650179266929626,0.6963770389556885,0.7210544943809509
19,stl10,RN50 openai,RN50,openai,0.941875,0.99825,0.59836,0.9538792199409103,0.954,239.72740173339844,2.2293736934661865,-2.419517993927002,0.5391241997821253,0.55,0.9146037101745605,0.7016298174858093,0.6374408006668091,0.8499776721000671
20,sun397,RN50 openai,RN50,openai,0.594709160122846,0.8928499181639296,0.59836,0.7730217495468518,0.7990423387096774,497.2579040527344,8.997037887573242,4.713502407073975,0.27265521273555143,0.2908266129032258,0.8805046677589417,0.779728353023529,0.7113891243934631,0.8050659894943237
21,svhn,RN50 openai,RN50,openai,0.267440073755378,0.6903042409342348,0.59836,0.03444144953578916,0.04,576.5956420898438,-6.311128616333008,-4.670888423919678,0.12663511215465675,0.136,0.9813440442085266,0.515189528465271,0.5253313183784485,0.8370237350463867
22,voc2007,RN50 openai,RN50,openai,0.6434962606837606,0.9141292735042736,0.59836,0.9025107749866814,0.9055276381909547,294.5638122558594,3.104762554168701,-1.1620843410491943,0.47899890908455856,0.4964824120603015,0.8862248659133911,0.672693133354187,0.6036297082901001,0.8283053636550903
23,cars,RN101 openai,RN101,openai,0.6114911080711354,0.9251336898395722,0.62292,0.936229639376587,0.946423104398408,374.7283020019531,10.210709571838379,6.912092685699463,0.663009639637029,0.6711909378508011,0.8644231557846069,0.7998359799385071,0.6902579665184021,0.580987274646759
24,cifar100,RN101 openai,RN101,openai,0.4891,0.7811,0.62292,0.8474919948391088,0.8620068095333467,210.68153381347656,5.4475836753845215,1.112748622894287,0.4680129043813172,0.48748247546565193,0.8152886033058167,0.707895815372467,0.5876596570014954,0.7360517978668213
25,clevr_closest_object_distance,RN101 openai,RN101,openai,0.1398,0.7666666666666667,0.62292,0.34915780009283987,0.36666666666666664,360.2536315917969,-1.6258667707443237,-1.5824207067489624,0.19693051844052453,0.20333333333333334,0.9685349464416504,0.5663290023803711,0.5707501173019409,0.7842612862586975
26,clevr_count_all,RN101 openai,RN101,openai,0.239,0.8299333333333333,0.62292,0.21403381722074408,0.255,463.4930419921875,-2.164806365966797,-1.936288833618164,0.24632158973405904,0.2475,0.9418001770973206,0.490905225276947,0.4868776202201843,0.677837610244751
27,country211,RN101 openai,RN101,openai,0.169431279620853,0.3942654028436019,0.62292,0.7778623128806821,0.7930805687203791,263.5511474609375,5.079733848571777,2.741499662399292,0.3539375781834507,0.3796208530805687,0.886817216873169,0.6476315855979919,0.5724011659622192,0.7169192433357239
28,diabetic_retinopathy,RN101 openai,RN101,openai,0.2552847433794235,1.0,0.62292,0.7589831549893121,0.768,427.2987976074219,1.7722305059432983,0.290397584438324,0.31826847680066034,0.324,0.9820497632026672,0.8460060358047485,0.840462327003479,0.7304077744483948
29,dmlab,RN101 openai,RN101,openai,0.1385089069716296,0.8032988783813504,0.62292,0.5338836248452268,0.5566666666666666,560.16943359375,0.8090618252754211,0.3654467761516571,0.339356497641574,0.37,0.9297521114349365,0.6988058686256409,0.7045884132385254,0.7526620030403137
30,dtd,RN101 openai,RN101,openai,0.4367021276595744,0.7393617021276596,0.62292,0.6741582385789671,0.7157446808510638,170.0780487060547,2.552917957305908,-0.12478660047054291,0.2868968111730126,0.3080851063829787,0.8664695024490356,0.6984894871711731,0.6437501907348633,0.7544629573822021
