,dataset,model_fullname,model,pretrained,acc1,acc5,IN-score,z-gap-text-f1,z-gap-text-acc1,z-gap-intraclass_sim,z-gap-inter_close,z-gap-intra_close,text-f1,text-acc1,intraclass_sim,inter_close,intra_close,superclass_metric
0,cars,RN50 openai,RN50,openai,0.5424698420594454,0.8863325457032707,0.59836,0.9343270892491663,0.9435656699663231,660.6089477539062,13.006783485412598,8.933890342712402,0.6293517200410464,0.6395550566384325,0.8909046053886414,0.786005973815918,0.6909164190292358,0.6237473487854004
1,cifar100,RN50 openai,RN50,openai,0.4196,0.7372,0.59836,0.8543495829705284,0.8710194271980773,357.12591552734375,7.694370269775391,1.9563636779785156,0.4608864798550232,0.48127378329661524,0.8474238514900208,0.7223919034004211,0.6145864725112915,0.7818832397460938
2,clevr_closest_object_distance,RN50 openai,RN50,openai,0.2466666666666666,0.9054666666666666,0.59836,0.38289212204713124,0.38,700.2335815429688,0.9570176601409912,0.9143765568733215,0.20998449853340242,0.21333333333333335,0.9781761169433594,0.5744152665138245,0.5788045525550842,0.8125739693641663
3,clevr_count_all,RN50 openai,RN50,openai,0.1905333333333333,0.7767333333333334,0.59836,0.18470755975868902,0.255,742.699951171875,-5.025059700012207,-4.454709053039551,0.20800162205208625,0.2075,0.9652916193008423,0.5384894013404846,0.5355318188667297,0.7434511184692383
4,country211,RN50 openai,RN50,openai,0.1540758293838862,0.3714691943127962,0.59836,0.7537559463853093,0.7719431279620853,455.1136779785156,6.097402095794678,3.3367202281951904,0.2992842174617228,0.32445497630331754,0.9071281552314758,0.6670934557914734,0.6056432723999023,0.7403885722160339
5,diabetic_retinopathy,RN50 openai,RN50,openai,0.165362081087415,1.0,0.59836,0.6392026966421535,0.64,705.5601806640625,1.7374608516693115,0.5250592231750488,0.33167241159886157,0.34,0.9886913299560547,0.8641656041145325,0.8596242666244507,0.7475201487541199
6,dmlab,RN50 openai,RN50,openai,0.1551352540136353,0.8123158126237079,0.59836,0.4179976188202154,0.45666666666666667,1018.1295166015625,1.1204242706298828,0.7386114001274109,0.2913109739874899,0.31,0.9542350769042969,0.7361059784889221,0.7316970229148865,0.7921673655509949
7,dtd,RN50 openai,RN50,openai,0.4122340425531915,0.7382978723404255,0.59836,0.6685225836129033,0.7072340425531914,295.8448181152344,2.751370429992676,-0.14760228991508484,0.2515490408585219,0.27276595744680854,0.9031485319137573,0.7179670929908752,0.6770455241203308,0.7972779870033264
8,eurosat,RN50 openai,RN50,openai,0.4077777777777778,0.9264814814814816,0.59836,0.9481724562916997,0.948,720.2166137695312,1.8322519063949585,-1.4717886447906494,0.44824128669316954,0.458,0.9128284454345703,0.7011409997940063,0.6571961045265198,0.5894213914871216
9,fer2013,RN50 openai,RN50,openai,0.2495384722560869,0.7819499111776794,0.59836,0.9159062202301123,0.9142857142857143,347.6981201171875,1.5519119501113892,-0.914469838142395,0.45550829437941126,0.46,0.9407119750976562,0.8225559592247009,0.796284019947052,0.8452838063240051
10,flowers,RN50 openai,RN50,openai,0.6568986568986569,0.8467643467643468,0.59836,0.9619785134626803,0.9686028257456829,514.1784057617188,15.514315605163574,5.631035327911377,0.7932913787419391,0.8000392464678179,0.7502390742301941,0.7997622489929199,0.5845695734024048,0.57808518409729
11,gtsrb,RN50 openai,RN50,openai,0.3507521773555028,0.6303246239113223,0.59836,0.6942853910588184,0.7097674418604651,627.3285522460938,7.9003095626831055,6.000817775726318,0.3268575523985375,0.33767441860465114,0.9538191556930542,0.8117638230323792,0.7881810665130615,0.6914697885513306
12,imagenet1k,RN50 openai,RN50,openai,0.59836,0.86538,0.59836,0.6293342886411862,0.6436233133508431,467.0438232421875,8.143096923828125,7.702066898345947,0.35061232862140507,0.3716943681456383,0.824849545955658,0.7115932703018188,0.672161877155304,0.7368203401565552
13,kitti_closest_vehicle_distance,RN50 openai,RN50,openai,0.1673699015471167,1.0,0.59836,0.7734050230261597,0.785,465.54461669921875,-1.0700985193252563,-4.176303863525391,0.42667339471709487,0.435,0.9299591779708862,0.7601959705352783,0.7437426447868347,0.8131975531578064
14,mnist,RN50 openai,RN50,openai,0.5743333333333334,0.90735,0.59836,0.36229356283985104,0.404,624.01123046875,-4.315661430358887,-4.449435234069824,0.24774237970214688,0.252,0.9750857353210449,0.7359105348587036,0.7276938557624817,0.8294203877449036
15,pcam,RN50 openai,RN50,openai,0.602294921875,1.0,0.59836,0.9194847020933978,0.92,1400.222900390625,0.30021095275878906,-2.559333324432373,0.7297567811029926,0.73,0.9581174850463867,0.7167333364486694,0.6945861577987671,0.6296050548553467
16,pets,RN50 openai,RN50,openai,0.8579994548923412,0.992913600436086,0.59836,0.96028423879462,0.9654054054054054,488.1847229003906,12.778182983398438,4.827572822570801,0.7885116589929316,0.8,0.7293567061424255,0.7252554297447205,0.5331763029098511,0.5647096633911133
17,renderedsst2,RN50 openai,RN50,openai,0.5656232839099395,1.0,0.59836,0.7898108297467722,0.79,3109.054443359375,0.21670877933502197,-0.9463624954223633,0.5104039167686658,0.52,0.9816573262214661,0.77998948097229,0.77552330493927,0.774692714214325
18,resisc45,RN50 openai,RN50,openai,0.5380952380952381,0.8682539682539683,0.59836,0.7989332885132968,0.8115555555555556,398.235595703125,5.302276134490967,1.1369976997375488,0.40007690077923963,0.4111111111111111,0.8947016000747681,0.7650179266929626,0.6963770389556885,0.7210544943809509
19,stl10,RN50 openai,RN50,openai,0.941875,0.99825,0.59836,0.9533073869924749,0.954,239.72740173339844,2.215608596801758,-2.32483172416687,0.5462349784940342,0.56,0.9146037101745605,0.7016298174858093,0.6374408006668091,0.8499776721000671
20,sun397,RN50 openai,RN50,openai,0.594709160122846,0.8928499181639296,0.59836,0.762601442359178,0.7891633064516129,497.2579040527344,8.701862335205078,4.654970645904541,0.27985256860916236,0.29778225806451614,0.8805046677589417,0.779728353023529,0.7113891243934631,0.8050659894943237
21,svhn,RN50 openai,RN50,openai,0.267440073755378,0.6903042409342348,0.59836,0.02512406947890819,0.03,576.5956420898438,-6.255651950836182,-4.613958835601807,0.0934829467916584,0.1,0.9813440442085266,0.515189528465271,0.5253313183784485,0.8370237350463867
22,voc2007,RN50 openai,RN50,openai,0.6434962606837606,0.9141292735042736,0.59836,0.9104027964705906,0.91356783919598,294.5638122558594,3.2153689861297607,-1.0694022178649902,0.4927092467399892,0.5085427135678392,0.8862248659133911,0.672693133354187,0.6036297082901001,0.8283053636550903
23,cars,RN101 openai,RN101,openai,0.6114911080711354,0.9251336898395722,0.62292,0.9327668308173883,0.944177977344627,374.7283020019531,9.863993644714355,6.561269283294678,0.6628998234035228,0.6721093989182569,0.8644231557846069,0.7998359799385071,0.6902579665184021,0.580987274646759
24,cifar100,RN101 openai,RN101,openai,0.4891,0.7811,0.62292,0.855291750701814,0.8694171840576808,210.68153381347656,5.856251239776611,1.5433975458145142,0.48478337242547026,0.5037051872621671,0.8152886033058167,0.707895815372467,0.5876596570014954,0.7360517978668213
25,clevr_closest_object_distance,RN101 openai,RN101,openai,0.1398,0.7666666666666667,0.62292,0.42488798944401407,0.43333333333333335,360.2536315917969,0.5095464587211609,0.3884337842464447,0.17269980426411846,0.18,0.9685349464416504,0.5663290023803711,0.5707501173019409,0.7842612862586975
26,clevr_count_all,RN101 openai,RN101,openai,0.239,0.8299333333333333,0.62292,0.09326009878687416,0.165,463.4930419921875,-4.567169189453125,-3.8434157371520996,0.24446984088819818,0.25,0.9418001770973206,0.490905225276947,0.4868776202201843,0.677837610244751
27,country211,RN101 openai,RN101,openai,0.169431279620853,0.3942654028436019,0.62292,0.774725469633069,0.7913744075829384,263.5511474609375,4.636346340179443,2.382218360900879,0.35463615368610474,0.3791469194312796,0.886817216873169,0.6476315855979919,0.5724011659622192,0.7169192433357239
28,diabetic_retinopathy,RN101 openai,RN101,openai,0.2552847433794235,1.0,0.62292,0.7656138211592455,0.776,427.2987976074219,1.7722305059432983,0.290397584438324,0.3709880480674593,0.384,0.9820497632026672,0.8460060358047485,0.840462327003479,0.7304077744483948
