Model,Dataset,ECE,ACE,Accuracy
ViT-H-14_laion2b_s32b_b79k,clevr_closest_object_distance,0.4975302815437317,0.49742981791496277,0.1633219577440095
ViT-H-14_laion2b_s32b_b79k,clevr_count_all,0.22552824020385742,0.22552824020385742,0.3066031272659952
ViT-H-14_laion2b_s32b_b79k,country211,0.23793134093284607,0.23800961673259735,0.29853080568720375
ViT-H-14_laion2b_s32b_b79k,diabetic_retinopathy,0.01749536395072937,0.023750992491841316,0.21536804172862709
ViT-H-14_laion2b_s32b_b79k,dmlab,0.5673238635063171,0.5671881437301636,0.1642401850697162
ViT-H-14_laion2b_s32b_b79k,dtd,0.10520409047603607,0.1056341752409935,0.6749999999999999
ViT-H-14_laion2b_s32b_b79k,eurosat,0.06948275119066238,0.06674318760633469,0.7183241467167482
ViT-H-14_laion2b_s32b_b79k,fer2013,0.4429015517234802,0.4428410828113556,0.25192252786269875
ViT-H-14_laion2b_s32b_b79k,flowers,0.042928941547870636,0.043800972402095795,0.8092368797194207
ViT-H-14_laion2b_s32b_b79k,gtsrb,0.03377731889486313,0.03432394936680794,0.5427767350707189
ViT-H-14_laion2b_s32b_b79k,kitti_closest_vehicle_distance,0.7589415311813354,0.7552782297134399,0.2574854981801638
ViT-H-14_laion2b_s32b_b79k,mnist,0.08397765457630157,0.08462657779455185,0.7373311037469069
ViT-H-14_laion2b_s32b_b79k,pcam,0.15523287653923035,0.15524864196777344,0.5711019914001136
ViT-H-14_laion2b_s32b_b79k,pets,0.009465742856264114,0.005986384581774473,0.9442922898138765
ViT-H-14_laion2b_s32b_b79k,renderedsst2,0.11280733346939087,0.11286293715238571,0.640490200335823
ViT-H-14_laion2b_s32b_b79k,resisc45,0.04528050869703293,0.04516415670514107,0.7525025468990434
ViT-H-14_laion2b_s32b_b79k,stl10,0.004686861298978329,0.003542613936588168,0.9846249999999998
ViT-H-14_laion2b_s32b_b79k,sun397,0.09303873777389526,0.09303704649209976,0.7481027222513157
ViT-H-14_laion2b_s32b_b79k,svhn,0.0752638727426529,0.07528303563594818,0.5237800347829895
ViT-H-14_laion2b_s32b_b79k,voc2007,0.10333126783370972,0.10337190330028534,0.8488139667865736
ViT-L-14_laion400m_e31,cars,0.014564663171768188,0.013902658596634865,0.8952806252825768
ViT-L-14_laion400m_e31,cifar100,0.10880754142999649,0.10891348868608475,0.7797999999999999
ViT-L-14_laion400m_e31,clevr_closest_object_distance,0.5600557923316956,0.5600557327270508,0.14584928810266956
ViT-L-14_laion400m_e31,clevr_count_all,0.3957527279853821,0.3957527279853821,0.2369217507918571
ViT-L-14_laion400m_e31,country211,0.3388572633266449,0.3389051556587219,0.2288625592417062
ViT-L-14_laion400m_e31,diabetic_retinopathy,0.32868215441703796,0.3286488950252533,0.20445020503458103
ViT-L-14_laion400m_e31,dmlab,0.38929063081741333,0.389189749956131,0.19598086127717607
ViT-L-14_laion400m_e31,dtd,0.20898328721523285,0.20902182161808014,0.5952127659574469
ViT-L-14_laion400m_e31,eurosat,0.06897544115781784,0.06872011721134186,0.6389081494564944
ViT-L-14_laion400m_e31,fer2013,0.44731155037879944,0.4473256468772888,0.2546700197511646
ViT-L-14_laion400m_e31,flowers,0.0783877819776535,0.07950576394796371,0.7264985486286865
ViT-L-14_laion400m_e31,gtsrb,0.12416563928127289,0.12481573224067688,0.4445137858153531
ViT-L-14_laion400m_e31,kitti_closest_vehicle_distance,0.39705127477645874,0.38331443071365356,0.2116611362288715
ViT-L-14_laion400m_e31,mnist,0.0855790376663208,0.08605609089136124,0.7649740903054582
ViT-L-14_laion400m_e31,pcam,0.16938522458076477,0.17075614631175995,0.49836080491423396
ViT-L-14_laion400m_e31,pets,0.013311701826751232,0.009625645354390144,0.9155516987233325
ViT-L-14_laion400m_e31,renderedsst2,0.16664491593837738,0.16758321225643158,0.5641374992762433
ViT-L-14_laion400m_e31,resisc45,0.13187745213508606,0.13183285295963287,0.6896257160666389
ViT-L-14_laion400m_e31,stl10,0.010064884088933468,0.010076459497213364,0.9803750000000001
ViT-L-14_laion400m_e31,sun397,0.1349909007549286,0.13498160243034363,0.7090738384007726
ViT-L-14_laion400m_e31,svhn,0.262107789516449,0.2621568441390991,0.34265009145860925
ViT-L-14_laion400m_e31,voc2007,0.15028449892997742,0.15034151077270508,0.8300827042388745
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,cars,0.02190539613366127,0.02142978645861149,0.8903610004935323
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,cifar100,0.05504544451832771,0.056206025183200836,0.6542
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,clevr_closest_object_distance,0.2524546682834625,0.2524546682834625,0.14922731379441276
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,clevr_count_all,0.11661150306463242,0.11706514656543732,0.2838803281888479
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,country211,0.21808260679244995,0.21810545027256012,0.22431279620853078
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,diabetic_retinopathy,0.42747652530670166,0.4274881184101105,0.20318281475355565
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,dmlab,0.3950650691986084,0.3949389159679413,0.17308701584068273
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,dtd,0.09440655261278152,0.09463908523321152,0.6101063829787233
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,eurosat,0.025349587202072144,0.029219627380371094,0.5235300070687675
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,fer2013,0.3667876422405243,0.3666660487651825,0.26252433084447163
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,flowers,0.04946209862828255,0.05566038936376572,0.7582205757214385
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,gtsrb,0.09870678186416626,0.09875975549221039,0.3867668321922619
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,kitti_closest_vehicle_distance,0.31647154688835144,0.310851126909256,0.2218667625338248
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,mnist,0.15890973806381226,0.15890976786613464,0.7198417722893293
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,pcam,0.06039010360836983,0.06098544970154762,0.5559979201998491
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,pets,0.02440139278769493,0.022871054708957672,0.9250077279915441
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,renderedsst2,0.17869681119918823,0.17865143716335297,0.5500767181981356
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,resisc45,0.04407498240470886,0.04390193521976471,0.6721901371166537
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,stl10,0.004106550011783838,0.002770837163552642,0.9754999999999999
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,sun397,0.0816863626241684,0.08167777210474014,0.7056965180330745
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,svhn,0.03312845528125763,0.03619306907057762,0.3041368375163495
convnext_base_w_320_laion_aesthetic_s13b_b82k_augreg,voc2007,0.07325626909732819,0.07275047153234482,0.8069673127467956
RN50x16_openai,cars,0.037527818232774734,0.03685997799038887,0.7330105631726327
RN50x16_openai,cifar100,0.06826991587877274,0.06867246329784393,0.5268
RN50x16_openai,clevr_closest_object_distance,0.20666001737117767,0.20666001737117767,0.17480650327967717
RN50x16_openai,clevr_count_all,0.09894894808530807,0.09894895553588867,0.15020566014616493
RN50x16_openai,country211,0.0721125677227974,0.07211678475141525,0.2437914691943128
RN50x16_openai,diabetic_retinopathy,0.40060102939605713,0.40061965584754944,0.2171809144205769
RN50x16_openai,dmlab,0.1964079588651657,0.1963004469871521,0.158471149499696
RN50x16_openai,dtd,0.039259813725948334,0.036994434893131256,0.5335106382978724
RN50x16_openai,eurosat,0.11575976759195328,0.11824735999107361,0.41934891496585547
RN50x16_openai,fer2013,0.16569168865680695,0.16545867919921875,0.23429597087412493
RN50x16_openai,flowers,0.022621816024184227,0.027983717620372772,0.7186007127233602
RN50x16_openai,gtsrb,0.09192158281803131,0.09300455451011658,0.3589456024913558
RN50x16_openai,kitti_closest_vehicle_distance,0.4882546067237854,0.4884256422519684,0.2731294204158419
RN50x16_openai,mnist,0.16486361622810364,0.16486361622810364,0.6870221580416388
RN50x16_openai,pcam,0.0198040883988142,0.020717283710837364,0.6175082894336663
RN50x16_openai,pets,0.029818018898367882,0.02670298144221306,0.898884052670437
RN50x16_openai,renderedsst2,0.019055651500821114,0.03096563182771206,0.6763179607434427
RN50x16_openai,resisc45,0.023121094331145287,0.021661916747689247,0.6421360662849596
RN50x16_openai,stl10,0.03022511675953865,0.02975337579846382,0.9775
RN50x16_openai,sun397,0.029848072677850723,0.02974572777748108,0.6516912212756863
RN50x16_openai,svhn,0.151045560836792,0.1573789119720459,0.48093198053078473
RN50x16_openai,voc2007,0.10083064436912537,0.09866593778133392,0.7788533628001824
ViT-L-14_laion2b_s32b_b82k,cars,0.0065932925790548325,0.0061843194998800755,0.9275294308603439
ViT-L-14_laion2b_s32b_b82k,cifar100,0.05067053809762001,0.050567422062158585,0.8337000000000002
ViT-L-14_laion2b_s32b_b82k,clevr_closest_object_distance,0.5185052156448364,0.518505334854126,0.16623058019812523
ViT-L-14_laion2b_s32b_b82k,clevr_count_all,0.2389615774154663,0.23896156251430511,0.30101539653050885
ViT-L-14_laion2b_s32b_b82k,country211,0.20207728445529938,0.20212918519973755,0.2628909952606635
ViT-L-14_laion2b_s32b_b82k,diabetic_retinopathy,0.1915164440870285,0.19214200973510742,0.22456965931729375
ViT-L-14_laion2b_s32b_b82k,dmlab,0.478807657957077,0.47878676652908325,0.18070348748496975
ViT-L-14_laion2b_s32b_b82k,dtd,0.09074324369430542,0.08928869664669037,0.6281914893617021
ViT-L-14_laion2b_s32b_b82k,eurosat,0.062346234917640686,0.06233160197734833,0.6588530635561664
ViT-L-14_laion2b_s32b_b82k,fer2013,0.3990204930305481,0.39909008145332336,0.29313167674756546
ViT-L-14_laion2b_s32b_b82k,flowers,0.06324304640293121,0.0647926852107048,0.7506676326236994
ViT-L-14_laion2b_s32b_b82k,gtsrb,0.03191995620727539,0.030820945277810097,0.5073949649010318
ViT-L-14_laion2b_s32b_b82k,kitti_closest_vehicle_distance,0.3388144373893738,0.33552032709121704,0.34913829541897834
ViT-L-14_laion2b_s32b_b82k,mnist,0.13863077759742737,0.13974164426326752,0.5441793160215418
ViT-L-14_laion2b_s32b_b82k,pcam,0.15651997923851013,0.15548329055309296,0.5677627970292309
ViT-L-14_laion2b_s32b_b82k,pets,0.01219613291323185,0.011392828077077866,0.9305699534598607
ViT-L-14_laion2b_s32b_b82k,renderedsst2,0.2201099693775177,0.2201196700334549,0.5925503734583984
ViT-L-14_laion2b_s32b_b82k,resisc45,0.07861386239528656,0.07734157890081406,0.7283912736442446
ViT-L-14_laion2b_s32b_b82k,stl10,0.003926985897123814,0.0035018841736018658,0.9884999999999999
ViT-L-14_laion2b_s32b_b82k,sun397,0.07911156117916107,0.07911416888237,0.7325380612700046
ViT-L-14_laion2b_s32b_b82k,svhn,0.08241439610719681,0.08261235058307648,0.46670630046808964
ViT-L-14_laion2b_s32b_b82k,voc2007,0.09526030719280243,0.09520025551319122,0.8476861715622809
BEIT3_retrieval_large_coco,cars,0.06767334789037704,0.06768094748258591,0.723398886351552
BEIT3_retrieval_large_coco,cifar100,0.015926189720630646,0.016899799928069115,0.7199
BEIT3_retrieval_large_coco,clevr_closest_object_distance,0.163741335272789,0.1637413650751114,0.16762892531696194
BEIT3_retrieval_large_coco,clevr_count_all,0.12774603068828583,0.13457335531711578,0.3079708492652532
BEIT3_retrieval_large_coco,country211,0.07940749078989029,0.07940163463354111,0.15744075829383886
BEIT3_retrieval_large_coco,diabetic_retinopathy,0.17240507900714874,0.1722937375307083,0.23738164714728516
BEIT3_retrieval_large_coco,dmlab,0.2779946029186249,0.2779025435447693,0.19826595570987995
BEIT3_retrieval_large_coco,dtd,0.03349943459033966,0.03474289923906326,0.5941489361702127
BEIT3_retrieval_large_coco,eurosat,0.07856421917676926,0.0788988247513771,0.4810290838298764
BEIT3_retrieval_large_coco,fer2013,0.25487539172172546,0.2549576461315155,0.2610185463745695
BEIT3_retrieval_large_coco,flowers,0.09707719087600708,0.1004117801785469,0.6307890432073671
BEIT3_retrieval_large_coco,gtsrb,0.043837886303663254,0.04414037987589836,0.38071745175208266
BEIT3_retrieval_large_coco,kitti_closest_vehicle_distance,0.13736175000667572,0.13679246604442596,0.3150110797221646
BEIT3_retrieval_large_coco,mnist,0.04163365438580513,0.04191318526864052,0.595337168792089
BEIT3_retrieval_large_coco,pcam,0.19723235070705414,0.1972663849592209,0.4894261359493459
BEIT3_retrieval_large_coco,pets,0.054288238286972046,0.05140932649374008,0.8877251766760463
BEIT3_retrieval_large_coco,renderedsst2,0.0713399201631546,0.07394103705883026,0.5688781049157547
BEIT3_retrieval_large_coco,resisc45,0.01932493969798088,0.0202122051268816,0.6528769437351419
BEIT3_retrieval_large_coco,stl10,0.025037063285708427,0.02505234070122242,0.9804999999999999
BEIT3_retrieval_large_coco,sun397,0.03991732746362686,0.040334127843379974,0.697325915546747
BEIT3_retrieval_large_coco,svhn,0.19081397354602814,0.19084757566452026,0.267438669705669
BEIT3_retrieval_large_coco,voc2007,0.030283119529485703,0.030743829905986786,0.885184166488397
