,dataset,model_fullname,model,pretrained,acc1,acc5,IN-score,z-gap-text-f1,z-gap-text-acc1,z-gap-intraclass_sim,z-gap-inter_close,z-gap-intra_close,text-f1,text-acc1,intraclass_sim,inter_close,intra_close,superclass_metric
0,cars,RN50 openai,RN50,openai,0.5424698420594454,0.8863325457032707,0.59836,0.9402994458044045,0.946423104398408,660.6089477539062,13.1188325881958,9.158676147460938,0.6308320727090531,0.6408817226247576,0.8909046053886414,0.786005973815918,0.6909164190292358,0.6237473487854004
1,cifar100,RN50 openai,RN50,openai,0.4196,0.7372,0.59836,0.844487361913105,0.8618065291407971,357.12591552734375,7.373624801635742,1.6044856309890747,0.46309282589514433,0.4816743440817144,0.8474238514900208,0.7223919034004211,0.6145864725112915,0.7818832397460938
2,clevr_closest_object_distance,RN50 openai,RN50,openai,0.2466666666666666,0.9054666666666666,0.59836,0.3686900566177127,0.38333333333333336,700.2335815429688,-0.9804105162620544,-0.9401453137397766,0.24385800490467616,0.25,0.9781761169433594,0.5744152665138245,0.5788045525550842,0.8125739693641663
3,clevr_count_all,RN50 openai,RN50,openai,0.1905333333333333,0.7767333333333334,0.59836,0.15612410371546862,0.2,742.699951171875,-4.43677282333374,-3.9309351444244385,0.2267444400842372,0.2275,0.9652916193008423,0.5384894013404846,0.5355318188667297,0.7434511184692383
4,country211,RN50 openai,RN50,openai,0.1540758293838862,0.3714691943127962,0.59836,0.7593713298241974,0.7745971563981042,455.1136779785156,6.723397731781006,3.85760235786438,0.3017616755444889,0.32909952606635073,0.9071281552314758,0.6670934557914734,0.6056432723999023,0.7403885722160339
5,diabetic_retinopathy,RN50 openai,RN50,openai,0.165362081087415,1.0,0.59836,0.6290298787140347,0.628,705.5601806640625,1.7374608516693115,0.5250592231750488,0.3371620214735872,0.344,0.9886913299560547,0.8641656041145325,0.8596242666244507,0.7475201487541199
6,dmlab,RN50 openai,RN50,openai,0.1551352540136353,0.8123158126237079,0.59836,0.4953775296013108,0.49333333333333335,1018.1295166015625,0.9342469573020935,0.665052056312561,0.32982405653280855,0.3466666666666667,0.9542350769042969,0.7361059784889221,0.7316970229148865,0.7921673655509949
7,dtd,RN50 openai,RN50,openai,0.4122340425531915,0.7382978723404255,0.59836,0.6705228857310389,0.7046808510638298,295.8448181152344,3.1065895557403564,0.07862749695777893,0.24649300897268012,0.26851063829787236,0.9031485319137573,0.7179670929908752,0.6770455241203308,0.7972779870033264
8,eurosat,RN50 openai,RN50,openai,0.4077777777777778,0.9264814814814816,0.59836,0.939959007628983,0.94,720.2166137695312,1.930323600769043,-1.3538057804107666,0.43855580095035773,0.45,0.9128284454345703,0.7011409997940063,0.6571961045265198,0.5894213914871216
9,fer2013,RN50 openai,RN50,openai,0.2495384722560869,0.7819499111776794,0.59836,0.9215182493357392,0.92,347.6981201171875,1.5519119501113892,-0.914469838142395,0.45422537934722806,0.45714285714285713,0.9407119750976562,0.8225559592247009,0.796284019947052,0.8452838063240051
