,dataset,model_fullname,model,pretrained,acc1,acc5,IN-score,z-gap-text-f1,z-gap-text-acc1,z-gap-intraclass_sim,z-gap-inter_close,z-gap-intra_close,text-f1,text-acc1,intraclass_sim,inter_close,intra_close,superclass_metric
0,cars,RN50 openai,RN50,openai,0.5424698420594454,0.8863325457032707,0.59836,0.9409959319098449,0.9479538728441678,660.6089477539062,13.4773530960083,9.359415054321289,0.6257294546243134,0.6367996734360649,0.8909046053886414,0.786005973815918,0.6909164190292358,0.6237473487854004
1,cifar100,RN50 openai,RN50,openai,0.4196,0.7372,0.59836,0.8416173666318393,0.8592028840376527,357.12591552734375,7.2919535636901855,1.5328844785690308,0.4562604788736398,0.4750650911275786,0.8474238514900208,0.7223919034004211,0.6145864725112915,0.7818832397460938
2,clevr_closest_object_distance,RN50 openai,RN50,openai,0.2466666666666666,0.9054666666666666,0.59836,0.35922051970394736,0.37666666666666665,700.2335815429688,-0.9804105162620544,-0.9401453137397766,0.2052665650565828,0.21,0.9781761169433594,0.5744152665138245,0.5788045525550842,0.8125739693641663
3,clevr_count_all,RN50 openai,RN50,openai,0.1905333333333333,0.7767333333333334,0.59836,0.17446144476458697,0.21,742.699951171875,-4.436077117919922,-3.9639945030212402,0.17364971797810308,0.1775,0.9652916193008423,0.5384894013404846,0.5355318188667297,0.7434511184692383
4,country211,RN50 openai,RN50,openai,0.1540758293838862,0.3714691943127962,0.59836,0.7588054457151834,0.7738388625592417,455.1136779785156,6.683654308319092,3.801635980606079,0.30551051809733343,0.3309004739336493,0.9071281552314758,0.6670934557914734,0.6056432723999023,0.7403885722160339
5,diabetic_retinopathy,RN50 openai,RN50,openai,0.165362081087415,1.0,0.59836,0.6410683186030564,0.64,705.5601806640625,1.7374608516693115,0.5250592231750488,0.31391474009429704,0.32,0.9886913299560547,0.8641656041145325,0.8596242666244507,0.7475201487541199
6,dmlab,RN50 openai,RN50,openai,0.1551352540136353,0.8123158126237079,0.59836,0.458310541518754,0.46,1018.1295166015625,1.143693208694458,0.7385656237602234,0.3137841415297481,0.33,0.9542350769042969,0.7361059784889221,0.7316970229148865,0.7921673655509949
7,dtd,RN50 openai,RN50,openai,0.4122340425531915,0.7382978723404255,0.59836,0.6660066243941173,0.6982978723404255,295.8448181152344,3.0147600173950195,-0.005052738822996616,0.2562092764485058,0.27574468085106385,0.9031485319137573,0.7179670929908752,0.6770455241203308,0.7972779870033264
8,eurosat,RN50 openai,RN50,openai,0.4077777777777778,0.9264814814814816,0.59836,0.928276731996023,0.928,720.2166137695312,1.354591727256775,-1.8811149597167969,0.48425328344850466,0.494,0.9128284454345703,0.7011409997940063,0.6571961045265198,0.5894213914871216
9,fer2013,RN50 openai,RN50,openai,0.2495384722560869,0.7819499111776794,0.59836,0.9188448573667366,0.9171428571428571,347.6981201171875,1.5519119501113892,-0.914469838142395,0.39440707717592866,0.3942857142857143,0.9407119750976562,0.8225559592247009,0.796284019947052,0.8452838063240051
10,flowers,RN50 openai,RN50,openai,0.6568986568986569,0.8467643467643468,0.59836,0.9646273572954488,0.9697802197802198,514.1784057617188,16.003782272338867,6.007505893707275,0.797442562348203,0.8053375196232339,0.7502390742301941,0.7997622489929199,0.5845695734024048,0.57808518409729
11,gtsrb,RN50 openai,RN50,openai,0.3507521773555028,0.6303246239113223,0.59836,0.7066101086499531,0.7167441860465116,627.3285522460938,8.238811492919922,6.197288990020752,0.2934792369138118,0.30279069767441863,0.9538191556930542,0.8117638230323792,0.7881810665130615,0.6914697885513306
12,imagenet1k,RN50 openai,RN50,openai,0.59836,0.86538,0.59836,0.6254613554614302,0.6400946327966799,467.0438232421875,8.025629043579102,7.62605619430542,0.35156348501236245,0.37209535457224774,0.824849545955658,0.7115932703018188,0.672161877155304,0.7368203401565552
13,kitti_closest_vehicle_distance,RN50 openai,RN50,openai,0.1673699015471167,1.0,0.59836,0.7562272650008499,0.77,465.54461669921875,-0.9791711568832397,-4.0737409591674805,0.4479193134289089,0.46,0.9299591779708862,0.7601959705352783,0.7437426447868347,0.8131975531578064
14,mnist,RN50 openai,RN50,openai,0.5743333333333334,0.90735,0.59836,0.37830084235725864,0.416,624.01123046875,-4.112975597381592,-4.27752685546875,0.22388174397946967,0.23,0.9750857353210449,0.7359105348587036,0.7276938557624817,0.8294203877449036
15,pcam,RN50 openai,RN50,openai,0.602294921875,1.0,0.59836,0.9194847020933978,0.92,1400.222900390625,0.30021095275878906,-2.559333324432373,0.6499649964996499,0.65,0.9581174850463867,0.7167333364486694,0.6945861577987671,0.6296050548553467
16,pets,RN50 openai,RN50,openai,0.8579994548923412,0.992913600436086,0.59836,0.9671893309228626,0.9708108108108108,488.1847229003906,13.049514770507812,4.970063209533691,0.7660661567126821,0.7778378378378379,0.7293567061424255,0.7252554297447205,0.5331763029098511,0.5647096633911133
17,renderedsst2,RN50 openai,RN50,openai,0.5656232839099395,1.0,0.59836,0.7898108297467722,0.79,3109.054443359375,0.21670877933502197,-0.9463624954223633,0.6491228070175439,0.65,0.9816573262214661,0.77998948097229,0.77552330493927,0.774692714214325
18,resisc45,RN50 openai,RN50,openai,0.5380952380952381,0.8682539682539683,0.59836,0.8176800372985795,0.8284444444444444,398.235595703125,5.538671970367432,1.2257004976272583,0.41767086647168095,0.42977777777777776,0.8947016000747681,0.7650179266929626,0.6963770389556885,0.7210544943809509
19,stl10,RN50 openai,RN50,openai,0.941875,0.99825,0.59836,0.9579493073773339,0.958,239.72740173339844,2.2300260066986084,-2.4313082695007324,0.5476127281022258,0.558,0.9146037101745605,0.7016298174858093,0.6374408006668091,0.8499776721000671
20,sun397,RN50 openai,RN50,openai,0.594709160122846,0.8928499181639296,0.59836,0.7724561553101106,0.7985887096774194,497.2579040527344,8.937180519104004,4.663234233856201,0.27709177346948993,0.29596774193548386,0.8805046677589417,0.779728353023529,0.7113891243934631,0.8050659894943237
21,svhn,RN50 openai,RN50,openai,0.267440073755378,0.6903042409342348,0.59836,0.029915848527349232,0.036,576.5956420898438,-6.418708801269531,-4.75698184967041,0.09185395657129437,0.096,0.9813440442085266,0.515189528465271,0.5253313183784485,0.8370237350463867
22,voc2007,RN50 openai,RN50,openai,0.6434962606837606,0.9141292735042736,0.59836,0.9046110378926511,0.907537688442211,294.5638122558594,3.1025500297546387,-1.1644983291625977,0.48646195991401353,0.5015075376884423,0.8862248659133911,0.672693133354187,0.6036297082901001,0.8283053636550903
