,dataset,model_fullname,model,pretrained,acc1,acc5,IN-score,z-gap-text-f1,z-gap-text-acc1,z-gap-intraclass_sim,z-gap-inter_close,z-gap-intra_close,text-f1,text-acc1,intraclass_sim,inter_close,intra_close,superclass_metric
0,cars,RN50 openai,RN50,openai,0.5424698420594454,0.8863325457032707,0.59836,0.9409556008763875,0.9478518216144505,660.6089477539062,13.4773530960083,9.359415054321289,0.630402744322058,0.6400653127870191,0.8909046053886414,0.786005973815918,0.6909164190292358,0.6237473487854004
1,cifar100,RN50 openai,RN50,openai,0.4196,0.7372,0.59836,0.8449963736934162,0.8622070899258962,357.12591552734375,7.373883247375488,1.6032016277313232,0.47582837161067304,0.494892849989986,0.8474238514900208,0.7223919034004211,0.6145864725112915,0.7818832397460938
2,clevr_closest_object_distance,RN50 openai,RN50,openai,0.2466666666666666,0.9054666666666666,0.59836,0.3479710133954495,0.36666666666666664,700.2335815429688,-0.9804105162620544,-0.9401453137397766,0.24007916965696183,0.25,0.9781761169433594,0.5744152665138245,0.5788045525550842,0.8125739693641663
3,clevr_count_all,RN50 openai,RN50,openai,0.1905333333333333,0.7767333333333334,0.59836,0.17996499810084493,0.215,742.699951171875,-4.436077117919922,-3.9639945030212402,0.2166781158861972,0.215,0.9652916193008423,0.5384894013404846,0.5355318188667297,0.7434511184692383
4,country211,RN50 openai,RN50,openai,0.1540758293838862,0.3714691943127962,0.59836,0.7581495507547933,0.7730805687203791,455.1136779785156,6.683654308319092,3.801635980606079,0.3045999248166886,0.3300473933649289,0.9071281552314758,0.6670934557914734,0.6056432723999023,0.7403885722160339
5,diabetic_retinopathy,RN50 openai,RN50,openai,0.165362081087415,1.0,0.59836,0.6350915358543864,0.636,705.5601806640625,1.7374608516693115,0.5250592231750488,0.3220225393705352,0.34,0.9886913299560547,0.8641656041145325,0.8596242666244507,0.7475201487541199
6,dmlab,RN50 openai,RN50,openai,0.1551352540136353,0.8123158126237079,0.59836,0.4709341300168149,0.47,1018.1295166015625,1.143693208694458,0.7385656237602234,0.2923840086208885,0.30666666666666664,0.9542350769042969,0.7361059784889221,0.7316970229148865,0.7921673655509949
7,dtd,RN50 openai,RN50,openai,0.4122340425531915,0.7382978723404255,0.59836,0.6680324546269029,0.7021276595744681,295.8448181152344,3.0541865825653076,0.01659141667187214,0.24876921391580564,0.26893617021276595,0.9031485319137573,0.7179670929908752,0.6770455241203308,0.7972779870033264
8,eurosat,RN50 openai,RN50,openai,0.4077777777777778,0.9264814814814816,0.59836,0.9462348331135602,0.946,720.2166137695312,1.9576705694198608,-1.3616118431091309,0.48635549426588964,0.494,0.9128284454345703,0.7011409997940063,0.6571961045265198,0.5894213914871216
9,fer2013,RN50 openai,RN50,openai,0.2495384722560869,0.7819499111776794,0.59836,0.9186872468455883,0.9171428571428571,347.6981201171875,1.5519119501113892,-0.914469838142395,0.43148999729355114,0.42857142857142855,0.9407119750976562,0.8225559592247009,0.796284019947052,0.8452838063240051
10,flowers,RN50 openai,RN50,openai,0.6568986568986569,0.8467643467643468,0.59836,0.9639369192409406,0.9691915227629513,514.1784057617188,16.003782272338867,6.007505893707275,0.7945828386591167,0.8000392464678179,0.7502390742301941,0.7997622489929199,0.5845695734024048,0.57808518409729
11,gtsrb,RN50 openai,RN50,openai,0.3507521773555028,0.6303246239113223,0.59836,0.704052424591133,0.7148837209302326,627.3285522460938,8.238811492919922,6.197288990020752,0.3061348228704453,0.3218604651162791,0.9538191556930542,0.8117638230323792,0.7881810665130615,0.6914697885513306
